,0.8,0.9,0.95,0.975
88,1.291245947641,1.662354029167,1.987289864831,2.280400470390
89,1.291136194575,1.662155325870,1.986978699506,2.279955095116
90,1.291028898741,1.661961084030,1.986674540704,2.279519777210
91,1.290923978531,1.661771155062,1.986377154419,2.279094179826
92,1.290821355914,1.661585396903,1.986086316951,2.278677980994
93,1.290720956237,1.661403673665,1.985801814346,2.278270872804
94,1.290622708048,1.661225855297,1.985523441867,2.277872560655
95,1.290526542923,1.661051817277,1.985251003506,2.277482762534
96,1.290432395312,1.660881440325,1.984984311522,2.277101208360
97,1.290340202384,1.660714610123,1.984723186014,2.276727639350
98,1.290249903890,1.660551217066,1.984467454508,2.276361807445
99,1.290161442034,1.660391156017,1.984216951586,2.276003474751
100,1.290074761347,1.660234326085,1.983971518524,2.275652413029
101,1.289989808568,1.660080630412,1.983731002956,2.275308403207
102,1.289906532543,1.659929975970,1.983495258563,2.274971234928
103,1.289824884114,1.659782273380,1.983264144773,2.274640706117
104,1.289744816029,1.659637436729,1.983037526484,2.274316622580
105,1.289666282845,1.659495383407,1.982815273795,2.273998797623
106,1.289589240846,1.659356033947,1.982597261766,2.273687051692
107,1.289513647959,1.659219311881,1.982383370176,2.273381212036
108,1.289439463682,1.659085143596,1.982173483308,2.273081112390
109,1.289366649005,1.658953458203,1.981967489736,2.272786592669
110,1.289295166347,1.658824187414,1.981765282132,2.272497498687
111,1.289224979490,1.658697265422,1.981566757075,2.272213681885
112,1.289156053517,1.658572628788,1.981371814876,2.271934999081
113,1.289088354751,1.658450216340,1.981180359415,2.271661312225
114,1.289021850710,1.658329969068,1.980992297976,2.271392488170
115,1.288956510042,1.658211830031,1.980807541104,2.271128398462
116,1.288892302487,1.658095744269,1.980626002459,2.270868919129
117,1.288829198823,1.657981658713,1.980447598683,2.270613930492
118,1.288767170825,1.657869522111,1.980272249273,2.270363316977
119,1.288706191222,1.657759284943,1.980099876457,2.270116966942
120,1.288646233656,1.657650899355,1.979930405082,2.269874772512
121,1.288587272649,1.657544319087,1.979763762505,2.269636629420
122,1.288529283557,1.657439499407,1.979599878487,2.269402436860
123,1.288472242548,1.657336397049,1.979438685093,2.269172097340
124,1.288416126558,1.657234970151,1.979280116605,2.268945516551
125,1.288360913268,1.657135178203,1.979124109424,2.268722603238
126,1.288306581069,1.657036981991,1.978970601991,2.268503269073
127,1.288253109039,1.656940343542,1.978819534703,2.268287428546
128,1.288200476912,1.656845226081,1.978670849838,2.268074998845
129,1.288148665052,1.656751593982,1.978524491479,2.267865899758
130,1.288097654432,1.656659412719,1.978380405447,2.267660053567
131,1.288047426610,1.656568648833,1.978238539230,2.267457384953
132,1.287997963703,1.656479269882,1.978098841924,2.267257820905
133,1.287949248370,1.656391244409,1.977961264168,2.267061290631
134,1.287901263791,1.656304541901,1.977825758087,2.266867725477
135,1.287853993646,1.656219132756,1.977692277239,2.266677058842
136,1.287807422097,1.656134988248,1.977560776559,2.266489226107
137,1.287761533771,1.656052080496,1.977431212308,2.266304164559
138,1.287716313743,1.655970382434,1.977303542028,2.266121813322
139,1.287671747519,1.655889867776,1.977177724490,2.265942113288
140,1.287627821023,1.655810510997,1.977053719657,2.265765007059
141,1.287584520577,1.655732287297,1.976931488634,2.265590438879
142,1.287541832894,1.655655172581,1.976810993633,2.265418354579
143,1.287499745056,1.655579143432,1.976692197930,2.265248701523
144,1.287458244509,1.655504177088,1.976575065830,2.265081428548
145,1.287417319045,1.655430251418,1.976459562633,2.264916485919
146,1.287376956794,1.655357344902,1.976345654594,2.264753825277
147,1.287337146208,1.655285436610,1.976233308895,2.264593399592
148,1.287297876054,1.655214506179,1.976122493614,2.264435163115
149,1.287259135403,1.655144533798,1.976013177689,2.264279071340
150,1.287220913615,1.655075500187,1.975905330897,2.264125080958
151,1.287183200337,1.655007386580,1.975798923818,2.263973149819
152,1.287145985488,1.654940174708,1.975693927815,2.263823236892
153,1.287109259252,1.654873846781,1.975590315005,2.263675302229
154,1.287073012069,1.654808385477,1.975488058234,2.263529306929
155,1.287037234625,1.654743773920,1.975387131055,2.263385213106
156,1.287001917850,1.654679995672,1.975287507703,2.263242983852
157,1.286967052903,1.654617034715,1.975189163077,2.263102583209
158,1.286932631168,1.654554875440,1.975092072712,2.262963976139
159,1.286898644247,1.654493502631,1.974996212767,2.262827128492
160,1.286865083953,1.654432901457,1.974901560001,2.262692006979
161,1.286831942303,1.654373057457,1.974808091752,2.262558579147
162,1.286799211512,1.654313956527,1.974715785924,2.262426813351
163,1.286766883988,1.654255584914,1.974624620966,2.262296678728
164,1.286734952323,1.654197929200,1.974534575858,2.262168145177
165,1.286703409291,1.654140976296,1.974445630092,2.262041183331
166,1.286672247839,1.654084713429,1.974357763658,2.261915764538
167,1.286641461084,1.654029128133,1.974270957028,2.261791860837
168,1.286611042310,1.653974208244,1.974185191143,2.261669444939
169,1.286580984958,1.653919941882,1.974100447399,2.261548490208
170,1.286551282625,1.653866317453,1.974016707631,2.261428970639
171,1.286521929057,1.653813323632,1.973933954103,2.261310860838
172,1.286492918148,1.653760949362,1.973852169495,2.261194136010
173,1.286464243933,1.653709183841,1.973771336888,2.261078771937
174,1.286435900584,1.653658016516,1.973691439756,2.260964744962
175,1.286407882407,1.653607437079,1.973612461954,2.260852031974
176,1.286380183838,1.653557435456,1.973534387706,2.260740610389
177,1.286352799440,1.653508001801,1.973457201594,2.260630458141
178,1.286325723897,1.653459126493,1.973380888549,2.260521553663
179,1.286298952015,1.653410800123,1.973305433841,2.260413875871
180,1.286272478712,1.653363013497,1.973230823072,2.260307404157
181,1.286246299021,1.653315757623,1.973157042159,2.260202118371
182,1.286220408085,1.653269023705,1.973084077336,2.260097998808
183,1.286194801154,1.653222803146,1.973011915136,2.259995026199
184,1.286169473578,1.653177087531,1.972940542389,2.259893181695
185,1.286144420812,1.653131868632,1.972869946211,2.259792446860
186,1.286119638408,1.653087138397,1.972800113995,2.259692803657
187,1.286095122012,1.653042888947,1.972731033409,2.259594234436
188,1.286070867364,1.652999112572,1.972662692381,2.259496721928
189,1.286046870294,1.652955801726,1.972595079100,2.259400249230
190,1.286023126722,1.652912949022,1.972528182001,2.259304799799
191,1.285999632652,1.652870547230,1.972461989767,2.259210357441
192,1.285976384171,1.652828589270,1.972396491316,2.259116906302
193,1.285953377449,1.652787068209,1.972331675796,2.259024430858
194,1.285930608734,1.652745977259,1.972267532582,2.258932915908
195,1.285908074352,1.652705309771,1.972204051268,2.258842346566
196,1.285885770703,1.652665059233,1.972141221662,2.258752708251
197,1.285863694263,1.652625219266,1.972079033779,2.258663986680
198,1.285841841577,1.652585783618,1.972017477836,2.258576167863
199,1.285820209259,1.652546746167,1.971956544252,2.258489238089
200,1.285798793995,1.652508100911,1.971896223634,2.258403183927
201,1.285777592532,1.652469841970,1.971836506780,2.258317992214
202,1.285756601686,1.652431963580,1.971777384670,2.258233650049
203,1.285735818333,1.652394460091,1.971718848463,2.258150144787
204,1.285715239412,1.652357325966,1.971660889494,2.258067464035
205,1.285694861922,1.652320555773,1.971603499265,2.257985595639
206,1.285674682919,1.652284144189,1.971546669445,2.257904527687
207,1.285654699517,1.652248085993,1.971490391867,2.257824248497
208,1.285634908886,1.652212376066,1.971434658520,2.257744746612
209,1.285615308250,1.652177009386,1.971379461548,2.257666010799
210,1.285595894887,1.652141981028,1.971324793243,2.257588030038
211,1.285576666125,1.652107286161,1.971270646049,2.257510793518
212,1.285557619343,1.652072920044,1.971217012548,2.257434290638
213,1.285538751970,1.652038878027,1.971163885465,2.257358510993
214,1.285520061483,1.652005155546,1.971111257662,2.257283444376
215,1.285501545407,1.651971748124,1.971059122134,2.257209080771
216,1.285483201311,1.651938651367,1.971007472004,2.257135410347
217,1.285465026811,1.651905860959,1.970956300527,2.257062423459
218,1.285447019565,1.651873372669,1.970905601079,2.256990110636
219,1.285429177275,1.651841182339,1.970855367159,2.256918462584
220,1.285411497685,1.651809285890,1.970805592385,2.256847470178
221,1.285393978580,1.651777679315,1.970756270489,2.256777124460
222,1.285376617783,1.651746358680,1.970707395320,2.256707416633
223,1.285359413160,1.651715320123,1.970658960836,2.256638338060
224,1.285342362612,1.651684559850,1.970610961102,2.256569880259
225,1.285325464078,1.651654074135,1.970563390293,2.256502034899
226,1.285308715536,1.651623859319,1.970516242683,2.256434793800
227,1.285292114996,1.651593911807,1.970469512651,2.256368148923
228,1.285275660505,1.651564228067,1.970423194675,2.256302092375
229,1.285259350145,1.651534804630,1.970377283326,2.256236616398
230,1.285243182030,1.651505638087,1.970331773275,2.256171713373
231,1.285227154308,1.651476725088,1.970286659283,2.256107375811
232,1.285211265157,1.651448062340,1.970241936202,2.256043596356
233,1.285195512788,1.651419646610,1.970197598973,2.255980367776
234,1.285179895443,1.651391474718,1.970153642624,2.255917682965
235,1.285164411393,1.651363543539,1.970110062268,2.255855534939
236,1.285149058938,1.651335849999,1.970066853102,2.255793916832
237,1.285133836409,1.651308391081,1.970024010404,2.255732821895
238,1.285118742163,1.651281163814,1.969981529530,2.255672243494
239,1.285103774585,1.651254165280,1.969939405917,2.255612175105
240,1.285088932087,1.651227392608,1.969897635077,2.255552610314
241,1.285074213108,1.651200842975,1.969856212596,2.255493542816
242,1.285059616113,1.651174513607,1.969815134135,2.255434966409
243,1.285045139590,1.651148401774,1.969774395427,2.255376874993
244,1.285030782056,1.651122504790,1.969733992272,2.255319262569
245,1.285016542049,1.651096820015,1.969693920544,2.255262123239
246,1.285002418131,1.651071344851,1.969654176179,2.255205451199
247,1.284988408890,1.651046076743,1.969614755183,2.255149240739
248,1.284974512933,1.651021013176,1.969575653626,2.255093486243
249,1.284960728893,1.650996151677,1.969536867640,2.255038182187
250,1.284947055422,1.650971489813,1.969498393421,2.254983323133
251,1.284933491196,1.650947025187,1.969460227225,2.254928903731
252,1.284920034911,1.650922755444,1.969422365366,2.254874918718
253,1.284906685284,1.650898678264,1.969384804221,2.254821362914
254,1.284893441050,1.650874791365,1.969347540219,2.254768231219
255,1.284880300968,1.650851092499,1.969310569850,2.254715518617
256,1.284867263812,1.650827579455,1.969273889656,2.254663220168
257,1.284854328380,1.650804250056,1.969237496234,2.254611331010
258,1.284841493484,1.650781102158,1.969201386234,2.254559846357
259,1.284828757958,1.650758133653,1.969165556358,2.254508761498
260,1.284816120651,1.650735342463,1.969130003360,2.254458071794
261,1.284803580432,1.650712726541,1.969094724042,2.254407772678
262,1.284791136186,1.650690283875,1.969059715257,2.254357859652
263,1.284778786816,1.650668012481,1.969024973903,2.254308328289
264,1.284766531241,1.650645910406,1.968990496930,2.254259174227
265,1.284754368396,1.650623975726,1.968956281329,2.254210393171
266,1.284742297233,1.650602206547,1.968922324141,2.254161980893
267,1.284730316719,1.650580601003,1.968888622449,2.254113933225
268,1.284718425836,1.650559157255,1.968855173380,2.254066246065
269,1.284706623584,1.650537873493,1.968821974104,2.254018915369
270,1.284694908974,1.650516747933,1.968789021834,2.253971937157
271,1.284683281033,1.650495778818,1.968756313823,2.253925307505
272,1.284671738804,1.650474964416,1.968723847366,2.253879022548
273,1.284660281343,1.650454303022,1.968691619795,2.253833078478
274,1.284648907718,1.650433792954,1.968659628485,2.253787471544
275,1.284637617014,1.650413432556,1.968627870848,2.253742198047
276,1.284626408326,1.650393220196,1.968596344331,2.253697254345
277,1.284615280765,1.650373154265,1.968565046421,2.253652636847
278,1.284604233451,1.650353233178,1.968533974641,2.253608342015
279,1.284593265522,1.650333455371,1.968503126548,2.253564366361
280,1.284582376124,1.650313819306,1.968472499737,2.253520706447
281,1.284571564416,1.650294323462,1.968442091834,2.253477358886
282,1.284560829570,1.650274966344,1.968411900501,2.253434320336
283,1.284550170770,1.650255746477,1.968381923432,2.253391587507
284,1.284539587210,1.650236662405,1.968352158355,2.253349157151
285,1.284529078096,1.650217712695,1.968322603029,2.253307026069
286,1.284518642646,1.650198895932,1.968293255244,2.253265191105
287,1.284508280088,1.650180210723,1.968264112822,2.253223649149
288,1.284497989660,1.650161655693,1.968235173615,2.253182397133
289,1.284487770613,1.650143229485,1.968206435505,2.253141432032
290,1.284477622206,1.650124930764,1.968177896402,2.253100750864
291,1.284467543708,1.650106758210,1.968149554248,2.253060350686
292,1.284457534401,1.650088710523,1.968121407010,2.253020228597
293,1.284447593575,1.650070786420,1.968093452684,2.252980381736
294,1.284437720528,1.650052984637,1.968065689294,2.252940807281
295,1.284427914569,1.650035303926,1.968038114890,2.252901502447
296,1.284418175019,1.650017743056,1.968010727550,2.252862464489
297,1.284408501203,1.650000300811,1.967983525376,2.252823690698
298,1.284398892460,1.649982975996,1.967956506497,2.252785178401
299,1.284389348133,1.649965767426,1.967929669066,2.252746924963
300,1.284379867579,1.649948673938,1.967903011261,2.252708927781
301,1.284370450160,1.649931694379,1.967876531286,2.252671184290
302,1.284361095246,1.649914827615,1.967850227366,2.252633691958
303,1.284351802219,1.649898072525,1.967824097752,2.252596448285
304,1.284342570466,1.649881428004,1.967798140717,2.252559450806
305,1.284333399383,1.649864892962,1.967772354557,2.252522697089
306,1.284324288373,1.649848466321,1.967746737590,2.252486184731
307,1.284315236849,1.649832147019,1.967721288155,2.252449911364
308,1.284306244230,1.649815934008,1.967696004617,2.252413874648
309,1.284297309943,1.649799826252,1.967670885356,2.252378072276
310,1.284288433421,1.649783822729,1.967645928778,2.252342501968
311,1.284279614107,1.649767922432,1.967621133307,2.252307161475
312,1.284270851449,1.649752124364,1.967596497388,2.252272048579
313,1.284262144904,1.649736427543,1.967572019486,2.252237161086
314,1.284253493933,1.649720830999,1.967547698085,2.252202496834
315,1.284244898006,1.649705333774,1.967523531691,2.252168053687
316,1.284236356601,1.649689934922,1.967499518824,2.252133829535
317,1.284227869198,1.649674633510,1.967475658027,2.252099822298
318,1.284219435289,1.649659428615,1.967451947861,2.252066029919
319,1.284211054369,1.649644319327,1.967428386902,2.252032450369
320,1.284202725940,1.649629304748,1.967404973748,2.251999081642
321,1.284194449511,1.649614383989,1.967381707011,2.251965921761
322,1.284186224595,1.649599556174,1.967358585323,2.251932968770
323,1.284178050715,1.649584820437,1.967335607331,2.251900220739
324,1.284169927395,1.649570175924,1.967312771699,2.251867675763
325,1.284161854169,1.649555621789,1.967290077110,2.251835331957
326,1.284153830574,1.649541157198,1.967267522260,2.251803187464
327,1.284145856154,1.649526781329,1.967245105862,2.251771240445
328,1.284137930459,1.649512493366,1.967222826646,2.251739489088
329,1.284130053043,1.649498292507,1.967200683357,2.251707931599
330,1.284122223466,1.649484177957,1.967178674753,2.251676566209
331,1.284114441295,1.649470148931,1.967156799611,2.251645391169
332,1.284106706099,1.649456204655,1.967135056719,2.251614404752
333,1.284099017455,1.649442344363,1.967113444882,2.251583605251
334,1.284091374944,1.649428567298,1.967091962919,2.251552990979
335,1.284083778151,1.649414872713,1.967070609662,2.251522560270
336,1.284076226669,1.649401259870,1.967049383959,2.251492311480
337,1.284068720092,1.649387728039,1.967028284669,2.251462242981
338,1.284061258021,1.649374276499,1.967007310667,2.251432353165
339,1.284053840061,1.649360904538,1.966986460840,2.251402640446
340,1.284046465824,1.649347611451,1.966965734089,2.251373103254
341,1.284039134922,1.649334396542,1.966945129327,2.251343740038
342,1.284031846976,1.649321259124,1.966924645480,2.251314549265
343,1.284024601609,1.649308198518,1.966904281488,2.251285529421
344,1.284017398448,1.649295214051,1.966884036300,2.251256679009
345,1.284010237127,1.649282305060,1.966863908881,2.251227996550
346,1.284003117281,1.649269470888,1.966843898206,2.251199480580
347,1.283996038551,1.649256710888,1.966824003262,2.251171129655
348,1.283989000583,1.649244024417,1.966804223048,2.251142942346
349,1.283982003025,1.649231410842,1.966784556575,2.251114917241
350,1.283975045530,1.649218869537,1.966765002864,2.251087052943
351,1.283968127755,1.649206399883,1.966745560948,2.251059348073
352,1.283961249360,1.649194001266,1.966726229871,2.251031801266
353,1.283954410012,1.649181673082,1.966707008688,2.251004411173
354,1.283947609377,1.649169414732,1.966687896465,2.250977176460
355,1.283940847128,1.649157225625,1.966668892277,2.250950095811
356,1.283934122942,1.649145105175,1.966649995212,2.250923167919
357,1.283927436497,1.649133052805,1.966631204366,2.250896391498
358,1.283920787477,1.649121067941,1.966612518846,2.250869765272
359,1.283914175569,1.649109150019,1.966593937768,2.250843287981
360,1.283907600462,1.649097298479,1.966575460261,2.250816958379
361,1.283901061851,1.649085512769,1.966557085459,2.250790775235
362,1.283894559431,1.649073792340,1.966538812510,2.250764737328
363,1.283888092904,1.649062136653,1.966520640568,2.250738843454
364,1.283881661974,1.649050545172,1.966502568799,2.250713092422
365,1.283875266346,1.649039017368,1.966484596377,2.250687483052
366,1.283868905732,1.649027552718,1.966466722484,2.250662014180
367,1.283862579844,1.649016150705,1.966448946312,2.250636684651
368,1.283856288399,1.649004810816,1.966431267063,2.250611493325
369,1.283850031116,1.648993532545,1.966413683945,2.250586439075
370,1.283843807718,1.648982315392,1.966396196177,2.250561520784
371,1.283837617930,1.648971158860,1.966378802986,2.250536737350
372,1.283831461481,1.648960062461,1.966361503605,2.250512087679
373,1.283825338103,1.648949025708,1.966344297279,2.250487570692
374,1.283819247528,1.648938048122,1.966327183259,2.250463185321
375,1.283813189495,1.648927129229,1.966310160802,2.250438930509
376,1.283807163744,1.648916268559,1.966293229178,2.250414805210
377,1.283801170016,1.648905465648,1.966276387660,2.250390808389
378,1.283795208058,1.648894720036,1.966259635532,2.250366939022
379,1.283789277617,1.648884031269,1.966242972083,2.250343196098
380,1.283783378445,1.648873398897,1.966226396611,2.250319578614
381,1.283777510294,1.648862822474,1.966209908422,2.250296085578
382,1.283771672921,1.648852301560,1.966193506827,2.250272716010
383,1.283765866084,1.648841835720,1.966177191147,2.250249468939
384,1.283760089544,1.648831424522,1.966160960707,2.250226343403
385,1.283754343064,1.648821067538,1.966144814843,2.250203338453
386,1.283748626411,1.648810764348,1.966128752893,2.250180453148
387,1.283742939353,1.648800514532,1.966112774207,2.250157686557
388,1.283737281660,1.648790317677,1.966096878138,2.250135037758
389,1.283731653107,1.648780173374,1.966081064047,2.250112505840
390,1.283726053467,1.648770081218,1.966065331301,2.250090089900
391,1.283720482520,1.648760040807,1.966049679275,2.250067789046
392,1.283714940045,1.648750051744,1.966034107349,2.250045602392
393,1.283709425824,1.648740113637,1.966018614909,2.250023529064
394,1.283703939642,1.648730226096,1.966003201349,2.250001568197
395,1.283698481285,1.648720388738,1.965987866067,2.249979718932
396,1.283693050543,1.648710601179,1.965972608470,2.249957980422
397,1.283687647207,1.648700863045,1.965957427967,2.249936351825
398,1.283682271069,1.648691173960,1.965942323976,2.249914832312
399,1.283676921924,1.648681533555,1.965927295921,2.249893421058
400,1.283671599570,1.648671941465,1.965912343229,2.249872117248
401,1.283666303807,1.648662397328,1.965897465337,2.249850920077
402,1.283661034434,1.648652900783,1.965882661682,2.249829828745
403,1.283655791256,1.648643451477,1.965867931712,2.249808842461
404,1.283650574078,1.648634049057,1.965853274878,2.249787960443
405,1.283645382706,1.648624693177,1.965838690636,2.249767181916
406,1.283640216951,1.648615383490,1.965824178448,2.249746506112
407,1.283635076621,1.648606119655,1.965809737781,2.249725932271
408,1.283629961532,1.648596901336,1.965795368109,2.249705459641
409,1.283624871496,1.648587728196,1.965781068909,2.249685087476
410,1.283619806330,1.648578599906,1.965766839664,2.249664815040
411,1.283614765853,1.648569516136,1.965752679861,2.249644641602
412,1.283609749884,1.648560476562,1.965738588994,2.249624566437
413,1.283604758245,1.648551480862,1.965724566560,2.249604588831
414,1.283599790760,1.648542528717,1.965710612062,2.249584708073
415,1.283594847253,1.648533619812,1.965696725008,2.249564923461
416,1.283589927552,1.648524753834,1.965682904910,2.249545234299
417,1.283585031484,1.648515930475,1.965669151284,2.249525639898
418,1.283580158881,1.648507149426,1.965655463653,2.249506139576
419,1.283575309573,1.648498410385,1.965641841542,2.249486732657
420,1.283570483394,1.648489713051,1.965628284482,2.249467418470
421,1.283565680179,1.648481057126,1.965614792008,2.249448196354
422,1.283560899765,1.648472442314,1.965601363660,2.249429065651
423,1.283556141989,1.648463868325,1.965587998982,2.249410025711
424,1.283551406691,1.648455334868,1.965574697522,2.249391075889
425,1.283546693712,1.648446841656,1.965561458832,2.249372215547
426,1.283542002895,1.648438388406,1.965548282470,2.249353444054
427,1.283537334083,1.648429974836,1.965535167996,2.249334760781
428,1.283532687123,1.648421600668,1.965522114974,2.249316165110
429,1.283528061861,1.648413265625,1.965509122975,2.249297656425
430,1.283523458146,1.648404969433,1.965496191571,2.249279234117
431,1.283518875827,1.648396711822,1.965483320340,2.249260897584
432,1.283514314756,1.648388492524,1.965470508861,2.249242646227
433,1.283509774784,1.648380311271,1.965457756721,2.249224479455
434,1.283505255767,1.648372167801,1.965445063508,2.249206396680
435,1.283500757559,1.648364061853,1.965432428814,2.249188397322
436,1.283496280017,1.648355993167,1.965419852236,2.249170480804
437,1.283491822999,1.648347961488,1.965407333373,2.249152646556
438,1.283487386363,1.648339966562,1.965394871829,2.249134894014
439,1.283482969971,1.648332008136,1.965382467212,2.249117222615
440,1.283478573685,1.648324085961,1.965370119132,2.249099631806
441,1.283474197367,1.648316199791,1.965357827203,2.249082121037
442,1.283469840881,1.648308349379,1.965345591044,2.249064689762
443,1.283465504094,1.648300534485,1.965333410276,2.249047337441
444,1.283461186871,1.648292754867,1.965321284523,2.249030063539
445,1.283456889081,1.648285010286,1.965309213413,2.249012867526
446,1.283452610592,1.648277300507,1.965297196579,2.248995748876
447,1.283448351276,1.648269625296,1.965285233654,2.248978707068
448,1.283444111003,1.648261984420,1.965273324278,2.248961741586
449,1.283439889646,1.648254377651,1.965261468090,2.248944851919
450,1.283435687078,1.648246804759,1.965249664736,2.248928037558
451,1.283431503176,1.648239265519,1.965237913864,2.248911298002
452,1.283427337813,1.648231759708,1.965226215123,2.248894632753
453,1.283423190868,1.648224287103,1.965214568168,2.248878041317
454,1.283419062219,1.648216847484,1.965202972656,2.248861523204
455,1.283414951745,1.648209440634,1.965191428247,2.248845077930
456,1.283410859325,1.648202066337,1.965179934603,2.248828705014
457,1.283406784843,1.648194724378,1.965168491390,2.248812403980
458,1.283402728178,1.648187414546,1.965157098278,2.248796174354
459,1.283398689216,1.648180136629,1.965145754938,2.248780015669
460,1.283394667840,1.648172890420,1.965134461044,2.248763927461
461,1.283390663936,1.648165675711,1.965123216274,2.248747909270
462,1.283386677391,1.648158492297,1.965112020309,2.248731960639
463,1.283382708090,1.648151339976,1.965100872830,2.248716081117
464,1.283378755924,1.648144218546,1.965089773524,2.248700270255
465,1.283374820781,1.648137127808,1.965078722080,2.248684527609
